greed,profit
5.663916029758269,111172
5.705116385918134,111172
5.803062337338832,111172
5.5892129148603535,111172
5.759025513324998,111172
5.855465987264106,111172
5.621422895865722,111172
5.83171394305877,111172
5.731774777672323,111172
5.603656050976376,111172
